des(0, 17109, 19683)
(4700, "x1", 4703)
(4700, "x2", 4709)
(4700, "x3", 4727)
(4700, "x6", 5429)
(5429, "o1", 5435)
(5429, "o2", 5447)
(5429, "o3", 5483)
(5429, "o8", 18551)
(18551, "x1", 18554)
(18551, "x2", 18560)
(18551, "x3", 18578)
(4700, "x8", 11261)
(11261, "o1", 11267)
(11261, "o2", 11279)
(11261, "o3", 11315)
(11261, "o6", 12719)
(326, "o8", 13448)
(13448, "x1", 13451)
(13448, "x2", 13457)
(13448, "x3", 13475)
(13448, "x6", 14177)
(14177, "o1", 14183)
(14177, "o2", 14195)
(14177, "o3", 14231)
(14177, "o7", 18551)
(13448, "x7", 15635)
(15635, "o1", 15641)
(15635, "o2", 15653)
(15635, "o3", 15689)
(15635, "o6", 17093)
(83, "x6", 812)
(812, "o1", 818)
(818, "x2", 827)
(818, "x3", 845)
(818, "x5", 1061)
(818, "x7", 3005)
(3005, "o2", 3023)
(3023, "o-won", 19683)
(3005, "o3", 3059)
(3059, "x2", 3068)
(3059, "x5", 3302)
(3059, "x8", 9620)
(9620, "x-won", 19683)
(3005, "o5", 3491)
(3491, "x2", 3500)
(3491, "x3", 3518)
(3491, "x8", 10052)
(10052, "x-won", 19683)
(3005, "o8", 16127)
(16127, "x2", 16136)
(16127, "x3", 16154)
(16127, "x5", 16370)
(818, "x8", 7379)
(7379, "o2", 7397)
(7397, "o-won", 19683)
(7379, "o3", 7433)
(7433, "x2", 7442)
(7433, "x5", 7676)
(7433, "x7", 9620)
(7379, "o5", 7865)
(7865, "x2", 7874)
(7865, "x3", 7892)
(7865, "x7", 10052)
(7379, "o7", 11753)
(11753, "x2", 11762)
(11753, "x3", 11780)
(11753, "x5", 11996)
(812, "o2", 830)
(830, "x1", 833)
(830, "x3", 857)
(830, "x5", 1073)
(830, "x7", 3017)
(3017, "o1", 3023)
(3017, "o3", 3071)
(3071, "x1", 3074)
(3071, "x5", 3314)
(3071, "x8", 9632)
(9632, "x-won", 19683)
(3017, "o5", 3503)
(3503, "x1", 3506)
(3503, "x3", 3530)
(3503, "x8", 10064)
(10064, "x-won", 19683)
(3017, "o8", 16139)
(16139, "x1", 16142)
(16139, "x3", 16166)
(16139, "x5", 16382)
(830, "x8", 7391)
(7391, "o1", 7397)
(7391, "o3", 7445)
(7445, "x1", 7448)
(7445, "x5", 7688)
(7445, "x7", 9632)
(7391, "o5", 7877)
(7877, "x1", 7880)
(7877, "x3", 7904)
(7877, "x7", 10064)
(7391, "o7", 11765)
(11765, "x1", 11768)
(11765, "x3", 11792)
(11765, "x5", 12008)
(812, "o3", 866)
(866, "x1", 869)
(866, "x2", 875)
(866, "x5", 1109)
(866, "x7", 3053)
(3053, "o1", 3059)
(3053, "o2", 3071)
(3053, "o5", 3539)
(3539, "x1", 3542)
(3539, "x2", 3548)
(3539, "x8", 10100)
(10100, "x-won", 19683)
(3053, "o8", 16175)
(16175, "x1", 16178)
(16175, "x2", 16184)
(16175, "x5", 16418)
(866, "x8", 7427)
(7427, "o1", 7433)
(7427, "o2", 7445)
(7427, "o5", 7913)
(7913, "x1", 7916)
(7913, "x2", 7922)
(7913, "x7", 10100)
(7427, "o7", 11801)
(11801, "x1", 11804)
(11801, "x2", 11810)
(11801, "x5", 12044)
(812, "o5", 1298)
(1298, "x1", 1301)
(1298, "x2", 1307)
(1298, "x3", 1325)
(1298, "x7", 3485)
(3485, "o1", 3491)
(3485, "o2", 3503)
(3485, "o3", 3539)
(3485, "o8", 16607)
(16607, "x1", 16610)
(16607, "x2", 16616)
(16607, "x3", 16634)
(1298, "x8", 7859)
(7859, "o1", 7865)
(7859, "o2", 7877)
(7859, "o3", 7913)
(7859, "o7", 12233)
(12233, "x1", 12236)
(12233, "x2", 12242)
(12233, "x3", 12260)
(812, "o7", 5186)
(5186, "x1", 5189)
(5186, "x2", 5195)
(5186, "x3", 5213)
(5186, "x5", 5429)
(5186, "x8", 11747)
(11747, "o1", 11753)
(11747, "o2", 11765)
(11747, "o3", 11801)
(11747, "o5", 12233)
(812, "o8", 13934)
(13934, "x1", 13937)
(13934, "x2", 13943)
(13934, "x3", 13961)
(13934, "x5", 14177)
(13934, "x7", 16121)
(16121, "o1", 16127)
(16121, "o2", 16139)
(16121, "o3", 16175)
(16121, "o5", 16607)
(83, "x7", 2270)
(2270, "o1", 2276)
(2276, "x2", 2285)
(2276, "x3", 2303)
(2276, "x5", 2519)
(2276, "x6", 3005)
(2276, "x8", 8837)
(8837, "o2", 8855)
(8855, "o-won", 19683)
(8837, "o3", 8891)
(8891, "x2", 8900)
(8891, "x5", 9134)
(8891, "x6", 9620)
(8837, "o5", 9323)
(9323, "x2", 9332)
(9323, "x3", 9350)
(9323, "x6", 10052)
(8837, "o6", 10295)
(10295, "x2", 10304)
(10295, "x3", 10322)
(10295, "x5", 10538)
(2270, "o2", 2288)
(2288, "x1", 2291)
(2288, "x3", 2315)
(2288, "x5", 2531)
(2288, "x6", 3017)
(2288, "x8", 8849)
(8849, "o1", 8855)
(8849, "o3", 8903)
(8903, "x1", 8906)
(8903, "x5", 9146)
(8903, "x6", 9632)
(8849, "o5", 9335)
(9335, "x1", 9338)
(9335, "x3", 9362)
(9335, "x6", 10064)
(8849, "o6", 10307)
(10307, "x1", 10310)
(10307, "x3", 10334)
(10307, "x5", 10550)
(2270, "o3", 2324)
(2324, "x1", 2327)
(2324, "x2", 2333)
(2324, "x5", 2567)
(2324, "x6", 3053)
(2324, "x8", 8885)
(8885, "o1", 8891)
(8885, "o2", 8903)
(8885, "o5", 9371)
(9371, "x1", 9374)
(9371, "x2", 9380)
(9371, "x6", 10100)
(8885, "o6", 10343)
(10343, "o-won", 19683)
(2270, "o5", 2756)
(2756, "x1", 2759)
(2756, "x2", 2765)
(2756, "x3", 2783)
(2756, "x6", 3485)
(2756, "x8", 9317)
(9317, "o1", 9323)
(9317, "o2", 9335)
(9317, "o3", 9371)
(9317, "o6", 10775)
(10775, "x1", 10778)
(10775, "x2", 10784)
(10775, "x3", 10802)
(2270, "o6", 3728)
(3728, "x1", 3731)
(3728, "x2", 3737)
(3728, "x3", 3755)
(3728, "x5", 3971)
(3728, "x8", 10289)
(10289, "o1", 10295)
(10289, "o2", 10307)
(10289, "o3", 10343)
(10289, "o5", 10775)
(2270, "o8", 15392)
(15392, "x1", 15395)
(15392, "x2", 15401)
(15392, "x3", 15419)
(15392, "x5", 15635)
(15392, "x6", 16121)
(83, "x8", 6644)
(6644, "o1", 6650)
(6650, "x2", 6659)
(6650, "x3", 6677)
(6650, "x5", 6893)
(6650, "x6", 7379)
(6650, "x7", 8837)
(6644, "o2", 6662)
(6662, "x1", 6665)
(6662, "x3", 6689)
(6662, "x5", 6905)
(6662, "x6", 7391)
(6662, "x7", 8849)
(6644, "o3", 6698)
(6698, "x1", 6701)
(6698, "x2", 6707)
(6698, "x5", 6941)
(6698, "x6", 7427)
(6698, "x7", 8885)
(6644, "o5", 7130)
(7130, "x1", 7133)
(7130, "x2", 7139)
(7130, "x3", 7157)
(7130, "x6", 7859)
(7130, "x7", 9317)
(6644, "o6", 8102)
(8102, "x1", 8105)
(8102, "x2", 8111)
(8102, "x3", 8129)
(8102, "x5", 8345)
(8102, "x7", 10289)
(6644, "o7", 11018)
(11018, "x1", 11021)
(11018, "x2", 11027)
(11018, "x3", 11045)
(11018, "x5", 11261)
(11018, "x6", 11747)
(81, "o1", 87)
(87, "x0", 88)
(87, "x2", 96)
(87, "x3", 114)
(87, "x5", 330)
(330, "o0", 332)
(330, "o2", 348)
(348, "x0", 349)
(348, "x3", 375)
(348, "x6", 1077)
(1077, "o0", 1079)
(1077, "o3", 1131)
(1131, "x0", 1132)
(1131, "x7", 3318)
(3318, "o0", 3320)
(3318, "o8", 16440)
(16440, "x0", 16441)
(1131, "x8", 7692)
(7692, "o0", 7694)
(7692, "o7", 12066)
(12066, "x0", 12067)
(1077, "o7", 5451)
(5451, "x0", 5452)
(5451, "x3", 5478)
(5451, "x8", 12012)
(12012, "o0", 12014)
(12012, "o3", 12066)
(1077, "o8", 14199)
(14199, "x0", 14200)
(14199, "x3", 14226)
(14199, "x7", 16386)
(16386, "o0", 16388)
(16386, "o3", 16440)
(348, "x7", 2535)
(2535, "o0", 2537)
(2535, "o3", 2589)
(2589, "x0", 2590)
(2589, "x6", 3318)
(2589, "x8", 9150)
(9150, "o0", 9152)
(9150, "o6", 10608)
(10608, "x0", 10609)
(2535, "o6", 3993)
(3993, "x0", 3994)
(3993, "x3", 4020)
(3993, "x8", 10554)
(10554, "o0", 10556)
(10554, "o3", 10608)
(2535, "o8", 15657)
(15657, "x0", 15658)
(15657, "x3", 15684)
(15657, "x6", 16386)
(348, "x8", 6909)
(6909, "o0", 6911)
(6909, "o3", 6963)
(6963, "x0", 6964)
(6963, "x6", 7692)
(6963, "x7", 9150)
(6909, "o6", 8367)
(8367, "x0", 8368)
(8367, "x3", 8394)
(8367, "x7", 10554)
(6909, "o7", 11283)
(11283, "x0", 11284)
(11283, "x3", 11310)
(11283, "x6", 12012)
(330, "o3", 384)
(384, "x0", 385)
(384, "x2", 393)
(384, "x6", 1113)
(1113, "o0", 1115)
(1113, "o2", 1131)
(1113, "o7", 5487)
(5487, "x0", 5488)
(5487, "x2", 5496)
(5487, "x8", 12048)
(12048, "o0", 12050)
(12048, "o2", 12066)
(1113, "o8", 14235)
(14235, "x0", 14236)
(14235, "x2", 14244)
(14235, "x7", 16422)
(16422, "o0", 16424)
(16422, "o2", 16440)
(384, "x7", 2571)
(2571, "o0", 2573)
(2571, "o2", 2589)
(2571, "o6", 4029)
(4029, "x0", 4030)
(4029, "x2", 4038)
(4029, "x8", 10590)
(10590, "o0", 10592)
(10590, "o2", 10608)
(2571, "o8", 15693)
(15693, "x0", 15694)
(15693, "x2", 15702)
(15693, "x6", 16422)
(384, "x8", 6945)
(6945, "o0", 6947)
(6945, "o2", 6963)
(6945, "o6", 8403)
(8403, "x0", 8404)
(8403, "x2", 8412)
(8403, "x7", 10590)
(6945, "o7", 11319)
(11319, "x0", 11320)
(11319, "x2", 11328)
(11319, "x6", 12048)
(330, "o6", 1788)
(1788, "x0", 1789)
(1788, "x2", 1797)
(1788, "x3", 1815)
(1788, "x7", 3975)
(3975, "o0", 3977)
(3975, "o2", 3993)
(3975, "o3", 4029)
(3975, "o8", 17097)
(17097, "x0", 17098)
(17097, "x2", 17106)
(17097, "x3", 17124)
(1788, "x8", 8349)
(8349, "o0", 8351)
(8349, "o2", 8367)
(8349, "o3", 8403)
(8349, "o7", 12723)
(12723, "x0", 12724)
(12723, "x2", 12732)
(12723, "x3", 12750)
(330, "o7", 4704)
(4704, "x0", 4705)
(4704, "x2", 4713)
(4704, "x3", 4731)
(4704, "x6", 5433)
(5433, "o0", 5435)
(5433, "o2", 5451)
(5433, "o3", 5487)
(5433, "o8", 18555)
(18555, "x0", 18556)
(18555, "x2", 18564)
(18555, "x3", 18582)
(4704, "x8", 11265)
(11265, "o0", 11267)
(11265, "o2", 11283)
(11265, "o3", 11319)
(11265, "o6", 12723)
(330, "o8", 13452)
(13452, "x0", 13453)
(13452, "x2", 13461)
(13452, "x3", 13479)
(13452, "x6", 14181)
(14181, "o0", 14183)
(14181, "o2", 14199)
(14181, "o3", 14235)
(14181, "o7", 18555)
(13452, "x7", 15639)
(15639, "o0", 15641)
(15639, "o2", 15657)
(15639, "o3", 15693)
(15639, "o6", 17097)
(87, "x6", 816)
(816, "o0", 818)
(816, "o2", 834)
(834, "x0", 835)
(834, "x3", 861)
(834, "x5", 1077)
(834, "x7", 3021)
(3021, "o0", 3023)
(3021, "o3", 3075)
(3075, "x0", 3076)
(3075, "x5", 3318)
(3075, "x8", 9636)
(9636, "x-won", 19683)
(3021, "o5", 3507)
(3507, "x0", 3508)
(3507, "x3", 3534)
(3507, "x8", 10068)
(10068, "x-won", 19683)
(3021, "o8", 16143)
(16143, "x0", 16144)
(16143, "x3", 16170)
(16143, "x5", 16386)
(834, "x8", 7395)
(7395, "o0", 7397)
(7395, "o3", 7449)
(7449, "x0", 7450)
(7449, "x5", 7692)
(7449, "x7", 9636)
(7395, "o5", 7881)
(7881, "x0", 7882)
(7881, "x3", 7908)
(7881, "x7", 10068)
(7395, "o7", 11769)
(11769, "x0", 11770)
(11769, "x3", 11796)
(11769, "x5", 12012)
(816, "o3", 870)
(870, "x0", 871)
(870, "x2", 879)
(870, "x5", 1113)
(870, "x7", 3057)
(3057, "o0", 3059)
(3057, "o2", 3075)
(3057, "o5", 3543)
(3543, "x0", 3544)
(3543, "x2", 3552)
(3543, "x8", 10104)
(10104, "x-won", 19683)
(3057, "o8", 16179)
(16179, "x0", 16180)
(16179, "x2", 16188)
(16179, "x5", 16422)
(870, "x8", 7431)
(7431, "o0", 7433)
(7431, "o2", 7449)
(7431, "o5", 7917)
(7917, "x0", 7918)
(7917, "x2", 7926)
(7917, "x7", 10104)
(7431, "o7", 11805)
(11805, "x0", 11806)
(11805, "x2", 11814)
(11805, "x5", 12048)
(816, "o5", 1302)
(1302, "x0", 1303)
(1302, "x2", 1311)
(1302, "x3", 1329)
(1302, "x7", 3489)
(3489, "o0", 3491)
(3489, "o2", 3507)
(3489, "o3", 3543)
(3489, "o8", 16611)
(16611, "x0", 16612)
(16611, "x2", 16620)
(16611, "x3", 16638)
(1302, "x8", 7863)
(7863, "o0", 7865)
(7863, "o2", 7881)
(7863, "o3", 7917)
(7863, "o7", 12237)
(12237, "x0", 12238)
(12237, "x2", 12246)
(12237, "x3", 12264)
(816, "o7", 5190)
(5190, "x0", 5191)
(5190, "x2", 5199)
(5190, "x3", 5217)
(5190, "x5", 5433)
(5190, "x8", 11751)
(11751, "o0", 11753)
(11751, "o2", 11769)
(11751, "o3", 11805)
(11751, "o5", 12237)
(816, "o8", 13938)
(13938, "x0", 13939)
(13938, "x2", 13947)
(13938, "x3", 13965)
(13938, "x5", 14181)
(13938, "x7", 16125)
(16125, "o0", 16127)
(16125, "o2", 16143)
(16125, "o3", 16179)
(16125, "o5", 16611)
(87, "x7", 2274)
(2274, "o0", 2276)
(2274, "o2", 2292)
(2292, "x0", 2293)
(2292, "x3", 2319)
(2292, "x5", 2535)
(2292, "x6", 3021)
(2292, "x8", 8853)
(8853, "o0", 8855)
(8853, "o3", 8907)
(8907, "x0", 8908)
(8907, "x5", 9150)
(8907, "x6", 9636)
(8853, "o5", 9339)
(9339, "x0", 9340)
(9339, "x3", 9366)
(9339, "x6", 10068)
(8853, "o6", 10311)
(10311, "x0", 10312)
(10311, "x3", 10338)
(10311, "x5", 10554)
(2274, "o3", 2328)
(2328, "x0", 2329)
(2328, "x2", 2337)
(2328, "x5", 2571)
(2328, "x6", 3057)
(2328, "x8", 8889)
(8889, "o0", 8891)
(8889, "o2", 8907)
(8889, "o5", 9375)
(9375, "x0", 9376)
(9375, "x2", 9384)
(9375, "x6", 10104)
(8889, "o6", 10347)
(10347, "x0", 10348)
(10347, "x2", 10356)
(10347, "x5", 10590)
(2274, "o5", 2760)
(2760, "x0", 2761)
(2760, "x2", 2769)
(2760, "x3", 2787)
(2760, "x6", 3489)
(2760, "x8", 9321)
(9321, "o0", 9323)
(9321, "o2", 9339)
(9321, "o3", 9375)
(9321, "o6", 10779)
(10779, "x0", 10780)
(10779, "x2", 10788)
(10779, "x3", 10806)
(2274, "o6", 3732)
(3732, "x0", 3733)
(3732, "x2", 3741)
(3732, "x3", 3759)
(3732, "x5", 3975)
(3732, "x8", 10293)
(10293, "o0", 10295)
(10293, "o2", 10311)
(10293, "o3", 10347)
(10293, "o5", 10779)
(2274, "o8", 15396)
(15396, "x0", 15397)
(15396, "x2", 15405)
(15396, "x3", 15423)
(15396, "x5", 15639)
(15396, "x6", 16125)
(87, "x8", 6648)
(6648, "o0", 6650)
(6648, "o2", 6666)
(6666, "x0", 6667)
(6666, "x3", 6693)
(6666, "x5", 6909)
(6666, "x6", 7395)
(6666, "x7", 8853)
(6648, "o3", 6702)
(6702, "x0", 6703)
(6702, "x2", 6711)
(6702, "x5", 6945)
(6702, "x6", 7431)
(6702, "x7", 8889)
(6648, "o5", 7134)
(7134, "x0", 7135)
(7134, "x2", 7143)
(7134, "x3", 7161)
(7134, "x6", 7863)
(7134, "x7", 9321)
(6648, "o6", 8106)
(8106, "x0", 8107)
(8106, "x2", 8115)
(8106, "x3", 8133)
(8106, "x5", 8349)
(8106, "x7", 10293)
(6648, "o7", 11022)
(11022, "x0", 11023)
(11022, "x2", 11031)
(11022, "x3", 11049)
(11022, "x5", 11265)
(11022, "x6", 11751)
(81, "o2", 99)
(99, "x0", 100)
(99, "x1", 102)
(99, "x3", 126)
(99, "x5", 342)
(342, "o0", 344)
(342, "o1", 348)
(342, "o3", 396)
(396, "x0", 397)
(396, "x1", 399)
(396, "x6", 1125)
(1125, "o0", 1127)
(1125, "o1", 1131)
(1125, "o7", 5499)
(5499, "x0", 5500)
(5499, "x1", 5502)
(5499, "x8", 12060)
(12060, "o0", 12062)
(12060, "o1", 12066)
(1125, "o8", 14247)
(14247, "x0", 14248)
(14247, "x1", 14250)
(14247, "x7", 16434)
(16434, "o0", 16436)
(16434, "o1", 16440)
(396, "x7", 2583)
(2583, "o0", 2585)
(2583, "o1", 2589)
(2583, "o6", 4041)
(4041, "x0", 4042)
(4041, "x1", 4044)
(4041, "x8", 10602)
(10602, "o0", 10604)
(10602, "o1", 10608)
(2583, "o8", 15705)
(15705, "x0", 15706)
(15705, "x1", 15708)
(15705, "x6", 16434)
(396, "x8", 6957)
(6957, "o0", 6959)
(6957, "o1", 6963)
(6957, "o6", 8415)
(8415, "x0", 8416)
(8415, "x1", 8418)
(8415, "x7", 10602)
(6957, "o7", 11331)
(11331, "x0", 11332)
(11331, "x1", 11334)
(11331, "x6", 12060)
(342, "o6", 1800)
(1800, "x0", 1801)
(1800, "x1", 1803)
(1800, "x3", 1827)
(1800, "x7", 3987)
(3987, "o0", 3989)
(3987, "o1", 3993)
(3987, "o3", 4041)
(3987, "o8", 17109)
(17109, "x0", 17110)
(17109, "x1", 17112)
(17109, "x3", 17136)
(1800, "x8", 8361)
(8361, "o0", 8363)
(8361, "o1", 8367)
(8361, "o3", 8415)
(8361, "o7", 12735)
(12735, "x0", 12736)
(12735, "x1", 12738)
(12735, "x3", 12762)
(342, "o7", 4716)
(4716, "x0", 4717)
(4716, "x1", 4719)
(4716, "x3", 4743)
(4716, "x6", 5445)
(5445, "o0", 5447)
(5445, "o1", 5451)
(5445, "o3", 5499)
(5445, "o8", 18567)
(18567, "x0", 18568)
(18567, "x1", 18570)
(18567, "x3", 18594)
(4716, "x8", 11277)
(11277, "o0", 11279)
(11277, "o1", 11283)
(11277, "o3", 11331)
(11277, "o6", 12735)
(342, "o8", 13464)
(13464, "x0", 13465)
(13464, "x1", 13467)
(13464, "x3", 13491)
(13464, "x6", 14193)
(14193, "o0", 14195)
(14193, "o1", 14199)
(14193, "o3", 14247)
(14193, "o7", 18567)
(13464, "x7", 15651)
(15651, "o0", 15653)
(15651, "o1", 15657)
(15651, "o3", 15705)
(15651, "o6", 17109)
(99, "x6", 828)
(828, "o0", 830)
(828, "o1", 834)
(828, "o3", 882)
(882, "x0", 883)
(882, "x1", 885)
(882, "x5", 1125)
(882, "x7", 3069)
(3069, "o0", 3071)
(3069, "o1", 3075)
(3069, "o5", 3555)
(3555, "x0", 3556)
(3555, "x1", 3558)
(3555, "x8", 10116)
(10116, "x-won", 19683)
(3069, "o8", 16191)
(16191, "x0", 16192)
(16191, "x1", 16194)
(16191, "x5", 16434)
(882, "x8", 7443)
(7443, "o0", 7445)
(7443, "o1", 7449)
(7443, "o5", 7929)
(7929, "x0", 7930)
(7929, "x1", 7932)
(7929, "x7", 10116)
(7443, "o7", 11817)
(11817, "x0", 11818)
(11817, "x1", 11820)
(11817, "x5", 12060)
(828, "o5", 1314)
(1314, "x0", 1315)
(1314, "x1", 1317)
(1314, "x3", 1341)
(1314, "x7", 3501)
(3501, "o0", 3503)
(3501, "o1", 3507)
(3501, "o3", 3555)
(3501, "o8", 16623)
(16623, "o-won", 19683)
(1314, "x8", 7875)
(7875, "o0", 7877)
(7875, "o1", 7881)
(7875, "o3", 7929)
(7875, "o7", 12249)
(12249, "x0", 12250)
(12249, "x1", 12252)
(12249, "x3", 12276)
(828, "o7", 5202)
(5202, "x0", 5203)
(5202, "x1", 5205)
(5202, "x3", 5229)
(5202, "x5", 5445)
(5202, "x8", 11763)
(11763, "o0", 11765)
(11763, "o1", 11769)
(11763, "o3", 11817)
(11763, "o5", 12249)
(828, "o8", 13950)
(13950, "x0", 13951)
(13950, "x1", 13953)
(13950, "x3", 13977)
(13950, "x5", 14193)
(13950, "x7", 16137)
(16137, "o0", 16139)
(16137, "o1", 16143)
(16137, "o3", 16191)
(16137, "o5", 16623)
(99, "x7", 2286)
(2286, "o0", 2288)
(2286, "o1", 2292)
(2286, "o3", 2340)
(2340, "x0", 2341)
(2340, "x1", 2343)
(2340, "x5", 2583)
(2340, "x6", 3069)
(2340, "x8", 8901)
(8901, "o0", 8903)
(8901, "o1", 8907)
(8901, "o5", 9387)
(9387, "x0", 9388)
(9387, "x1", 9390)
(9387, "x6", 10116)
(8901, "o6", 10359)
(10359, "x0", 10360)
(10359, "x1", 10362)
(10359, "x5", 10602)
(2286, "o5", 2772)
(2772, "x0", 2773)
(2772, "x1", 2775)
(2772, "x3", 2799)
(2772, "x6", 3501)
(2772, "x8", 9333)
(9333, "o0", 9335)
(9333, "o1", 9339)
(9333, "o3", 9387)
(9333, "o6", 10791)
(10791, "x0", 10792)
(10791, "x1", 10794)
(10791, "x3", 10818)
(2286, "o6", 3744)
(3744, "x0", 3745)
(3744, "x1", 3747)
(3744, "x3", 3771)
(3744, "x5", 3987)
(3744, "x8", 10305)
(10305, "o0", 10307)
(10305, "o1", 10311)
(10305, "o3", 10359)
(10305, "o5", 10791)
(2286, "o8", 15408)
(15408, "x0", 15409)
(15408, "x1", 15411)
(15408, "x3", 15435)
(15408, "x5", 15651)
(15408, "x6", 16137)
(99, "x8", 6660)
(6660, "o0", 6662)
(6660, "o1", 6666)
(6660, "o3", 6714)
(6714, "x0", 6715)
(6714, "x1", 6717)
(6714, "x5", 6957)
(6714, "x6", 7443)
(6714, "x7", 8901)
(6660, "o5", 7146)
(7146, "x0", 7147)
(7146, "x1", 7149)
(7146, "x3", 7173)
(7146, "x6", 7875)
(7146, "x7", 9333)
(6660, "o6", 8118)
(8118, "x0", 8119)
(8118, "x1", 8121)
(8118, "x3", 8145)
(8118, "x5", 8361)
(8118, "x7", 10305)
(6660, "o7", 11034)
(11034, "x0", 11035)
(11034, "x1", 11037)
(11034, "x3", 11061)
(11034, "x5", 11277)
(11034, "x6", 11763)
(81, "o3", 135)
(135, "x0", 136)
(135, "x1", 138)
(135, "x2", 144)
(135, "x5", 378)
(378, "o0", 380)
(378, "o1", 384)
(378, "o2", 396)
(378, "o6", 1836)
(1836, "x0", 1837)
(1836, "x1", 1839)
(1836, "x2", 1845)
(1836, "x7", 4023)
(4023, "o0", 4025)
(4023, "o1", 4029)
(4023, "o2", 4041)
(4023, "o8", 17145)
(17145, "x0", 17146)
(17145, "x1", 17148)
(17145, "x2", 17154)
(1836, "x8", 8397)
(8397, "o0", 8399)
(8397, "o1", 8403)
(8397, "o2", 8415)
(8397, "o7", 12771)
(12771, "x0", 12772)
(12771, "x1", 12774)
(12771, "x2", 12780)
(378, "o7", 4752)
(4752, "x0", 4753)
(4752, "x1", 4755)
(4752, "x2", 4761)
(4752, "x6", 5481)
(5481, "o0", 5483)
(5481, "o1", 5487)
(5481, "o2", 5499)
(5481, "o8", 18603)
(18603, "x0", 18604)
(18603, "x1", 18606)
(18603, "x2", 18612)
(4752, "x8", 11313)
(11313, "o0", 11315)
(11313, "o1", 11319)
(11313, "o2", 11331)
(11313, "o6", 12771)
(378, "o8", 13500)
(13500, "x0", 13501)
(13500, "x1", 13503)
(13500, "x2", 13509)
(13500, "x6", 14229)
(14229, "o0", 14231)
(14229, "o1", 14235)
(14229, "o2", 14247)
(14229, "o7", 18603)
(13500, "x7", 15687)
(15687, "o0", 15689)
(15687, "o1", 15693)
(15687, "o2", 15705)
(15687, "o6", 17145)
(135, "x6", 864)
(864, "o0", 866)
(864, "o1", 870)
(864, "o2", 882)
(864, "o5", 1350)
(1350, "x0", 1351)
(1350, "x1", 1353)
(1350, "x2", 1359)
(1350, "x7", 3537)
(3537, "o0", 3539)
(3537, "o1", 3543)
(3537, "o2", 3555)
(3537, "o8", 16659)
(16659, "x0", 16660)
(16659, "x1", 16662)
(16659, "x2", 16668)
(1350, "x8", 7911)
(7911, "o0", 7913)
(7911, "o1", 7917)
(7911, "o2", 7929)
(7911, "o7", 12285)
(12285, "x0", 12286)
(12285, "x1", 12288)
(12285, "x2", 12294)
(864, "o7", 5238)
(5238, "x0", 5239)
(5238, "x1", 5241)
(5238, "x2", 5247)
(5238, "x5", 5481)
(5238, "x8", 11799)
(11799, "o0", 11801)
(11799, "o1", 11805)
(11799, "o2", 11817)
(11799, "o5", 12285)
(864, "o8", 13986)
(13986, "x0", 13987)
(13986, "x1", 13989)
(13986, "x2", 13995)
(13986, "x5", 14229)
(13986, "x7", 16173)
(16173, "o0", 16175)
(16173, "o1", 16179)
(16173, "o2", 16191)
(16173, "o5", 16659)
(135, "x7", 2322)
(2322, "o0", 2324)
(2322, "o1", 2328)
(2322, "o2", 2340)
(2322, "o5", 2808)
(2808, "x0", 2809)
(2808, "x1", 2811)
(2808, "x2", 2817)
(2808, "x6", 3537)
(2808, "x8", 9369)
(9369, "o0", 9371)
(9369, "o1", 9375)
(9369, "o2", 9387)
(9369, "o6", 10827)
(10827, "x0", 10828)
(10827, "x1", 10830)
(10827, "x2", 10836)
(2322, "o6", 3780)
(3780, "x0", 3781)
(3780, "x1", 3783)
(3780, "x2", 3789)
(3780, "x5", 4023)
(3780, "x8", 10341)
(10341, "o0", 10343)
(10341, "o1", 10347)
(10341, "o2", 10359)
(10341, "o5", 10827)
(2322, "o8", 15444)
(15444, "x0", 15445)
(15444, "x1", 15447)
(15444, "x2", 15453)
(15444, "x5", 15687)
(15444, "x6", 16173)
(135, "x8", 6696)
(6696, "o0", 6698)
(6696, "o1", 6702)
(6696, "o2", 6714)
(6696, "o5", 7182)
(7182, "x0", 7183)
(7182, "x1", 7185)
(7182, "x2", 7191)
(7182, "x6", 7911)
(7182, "x7", 9369)
(6696, "o6", 8154)
(8154, "x0", 8155)
(8154, "x1", 8157)
(8154, "x2", 8163)
(8154, "x5", 8397)
(8154, "x7", 10341)
(6696, "o7", 11070)
(11070, "x0", 11071)
(11070, "x1", 11073)
(11070, "x2", 11079)
(11070, "x5", 11313)
(11070, "x6", 11799)
(81, "o5", 567)
(567, "x0", 568)
(567, "x1", 570)
(567, "x2", 576)
(567, "x3", 594)
(567, "x6", 1296)
(1296, "o0", 1298)
(1296, "o1", 1302)
(1296, "o2", 1314)
(1296, "o3", 1350)
(1296, "o7", 5670)
(5670, "x0", 5671)
(5670, "x1", 5673)
(5670, "x2", 5679)
(5670, "x3", 5697)
(5670, "x8", 12231)
(12231, "o0", 12233)
(12231, "o1", 12237)
(12231, "o2", 12249)
(12231, "o3", 12285)
(1296, "o8", 14418)
(14418, "x0", 14419)
(14418, "x1", 14421)
(14418, "x2", 14427)
(14418, "x3", 14445)
(14418, "x7", 16605)
(16605, "o0", 16607)
(16605, "o1", 16611)
(16605, "o2", 16623)
(16605, "o3", 16659)
(567, "x7", 2754)
(2754, "o0", 2756)
(2754, "o1", 2760)
(2754, "o2", 2772)
(2754, "o3", 2808)
(2754, "o6", 4212)
(4212, "x0", 4213)
(4212, "x1", 4215)
(4212, "x2", 4221)
(4212, "x3", 4239)
